video_name,text
vjK0h7XGewE_e1,We must make an immediate response.
vlRgT4SgD_s_e1,His reply to my question was somewhat ambiguous.
57cab2a92c69-207,"The girl was thrilled. Blank. See her, new bicycle."
tRdqPGHDEvM--104,"For each pattern, write the rule."
43043aa04251-131,must try to catch the other children.
9b0136913690-67,If you could inform me what this
8cfebb40f2b9-52,Have you ever seen a forest?
s8BUs77tQZ4--206,There is an interesting play of words in the poem.
soTXzil_LzI--193,Why was Jumman happy over Algu's nomination as Head Punch?
d80b02f1b480-97,have pictures in it. Who? That?
A2VCUgPweiU--88,Artists made beautiful images of these deities.
a008d40f8e85-22,What does the child in the poem think about his drawing?
pB3y-OgdVc4_e4,This is no time to initiate a youngster into any business.
FyPkQyJWsjs--62,How will I ever be cured?
9f1c001437d8-24,Your dove bookmark is now ready to be used.
pWXcMusN_mw_e2,I lost the original form so they sent me a duplicate.
8e2d24eb5abf-36,How do you interact in class?
dac1fcc8319a-128,This is the picture of a musical instrument called a Jaltarang.
vekaTiI1qjw--80,to which the shepherd replied with quiet dignity.
zoBP39jyRMs--284,in what ways are they different?
I6_GW8TBU3E_d,a person who claims neither faith nor disbelief in the existence of God
MjFpCgFgt1A--55,In datura and other bell shaped flowers.
f8fc65200887-36,"To run a good school, we need..."
43043aa04251-29,Meena looked at him in wonder. She could not understand him. Her brother was...
f8fc65200887-38,"To run a restaurant, we need..."
hM959_pXlrE--17,You might have seen magnets and have even enjoyed playing with them.
MNP9CuOXrHg--155,That some standard units of measurement are needed.
s8BUs77tQZ4--196,The best known Chalukya Ruler was Pulakeshin II.
b43a1342f8f5-40,We have an inter-house poetry recitation coming up in August.
nLG-B3e-pP0--49,3. We use both the components.
A2VCUgPweiU--105,but also means one who possesses and shares Bhak.
77e29639c256-48,to make the letter C for a cat.
NwVF-WWZ0Bc--171,A matchbox is about – 10cm cubes.
57cab2a92c69-53,They did not notice the net.
W1aowPLRU_U_e4,Your bad behavior brings shame on the whole school.
iMlR4QLSWok--32,The shopkeeper was neither young nor old.
jXYcAvK7MTA--167,"1,300 years ago. Trace the roots."
ijrjSBx7WTc--48,She saw the mongoose sitting outside as if waiting for her.
MjFpCgFgt1A--65,Are the sepals joined or separate? Are the petals
df4bb619957f-76,in your own language and then in English.
00094a2700f5-23,Out lazy one! What you are doing all summer?
fb456e054e47-126,make them notice singular and plural.
N7O_KBF1Qqc--76,This is only her lame day.
a008d40f8e85-36,Let your partner pretend to be the teacher who welcomed you to your class.
A2VCUgPweiU--139,"Here are a few verses from the Bible, the Holy Book."
ec20a4dae9f9-39,First one is a picture of a street.
uukiGvQ8CgQ--110,You are sitting in a mandapa of a temple.
08f145493328-51,The first one is done for you. Hot.
TC1aFo88yeM_d,a disadvantage or the negative part of a situation
g-MCCzbZUJ4_e2,He wore his hair in a style that made his co-workers snicker.
3ab94767fe39-6,I was going to the window.
b005df5e411b-42,"If you had a bat, could you play cricket by yourself?"
c68b4073e462-58,"In this picture, there are vendors and customers. There are shops."
07285daf5fd0-62,Fill in the blank with the correct form of the word Read here.
d2e656de0bda-13,I love to sit under a tree. Page
7cd20394895c-25,said the crow. He flew away. He never came back to the tree.
5a1348dfe236-83,"And after four years, February comes."
Mt3ApRf_B8I_e2,Driving home from the theater he pondered his next move.
HbeLuowRM5Q_e2,Lincoln's biography is read by children all around the world.
77e29639c256-2,One little kitten. Listen and enjoy this poem.
29e7bf42fd88-117,a kite is flying slowly downwards.
jXYcAvK7MTA--193,if he was acting as Samudrugup.
83b6ac4a3d19-53,Let them say I try to clean my space. Group Yellow.
a0GJqWQf2so--102,but give me time to prepare myself.
PqLN4NQIi5w--4,"Although, sometimes they may not even be able to say why they quarrel."
r-ROZtYJq7A_e2,All schools have disciplinary procedures they must follow .
ac7d5b8ebe26-2,our national symbols. The peacock is our national.
4dTj4Awahks_e3,Something about her voice was vaguely familiar.
uukiGvQ8CgQ--70,Ayurveda is a well-known system of health science that was developed in ancient India.
2f9740e42167-28,Can you guess who the people in the picture are?
NwVF-WWZ0Bc--60,Sarika and the boy still exploring joy by using this measuring glass.
027ae060c5e0-44,Close your eyes and hear your teacher say the following words.
2f9740e42167-118,Some children confuse between B Right side semicircle.
57cab2a92c69-100,3. Why did the geese cry? Help! Help!
6dvgNioTESo--10,"At the age of 30, he left home and went."
08f145493328-79,You cannot see the other side of the sea.
mJ69KqzX3lU--40,They have compared irregular shapes by counting squares.
d3617db9c8e0-62,The farmer's wife was stroking him.
O8V8kz6JcFs--96,many thousands of years ago. There will be changes in the screen.
117db0aadb7a-3,Enjoy this poem. After my bath.
57cab2a92c69-59,We did not listen to you!
1Kus_VFkXlk_d,"If an unpleasant feeling or situation persists, it continues to exist"
VIowkXsLmYg--62,touching the mongoose who lay it and still.
49d5108ee364-137,Describe the picture using all the words given above.
831fec5793da-80,Here is a space given below to write your father's name.
Nn9spzBqmMs--126,As flames shot up out of nowhere and lighted...
57cab2a92c69-240,3. Blank. Do you have for breakfast? 4.
2_qktKmVcNQ_e3,Children today are much savvier than they used to be.
zvUzEhxfpnw_d,a commonly believed but false idea
XVP5zcTXVtc--211,This filled me with sorrow. Why?
39b5990995ba-9,Management as well as outlines of each unit are given on this page.
57cab2a92c69-168,Your friend falls in the play field.
5a1348dfe236-21,"Based on the poem, assign roles to them."
yT_roL9ern0_e4,My mind was buzzing with new ideas.
ByGP6VSsADs--18,What if they have closed the swimming pool?
ee235596b76f-15,Let's call it an apple. said the pencil.
_EVjLdEmSOA--17,Very often old buildings have a story to tell.
KMBGtVdcDzE_d,A person who loves reading and keeping books.
d73da12c66f0-45,Long hair on the neck of some animals.
nLG-B3e-pP0--9,Green is separated from stalks while harvesting.
ce825058c63e-23,3. Who would you like to write to today? Why?
VFVKBO9I0TA_e1,She had to alter her clothes after losing weight.
e90d992d5756-10,Birds go back to their nests.
it4GglIkMLY--161,They also grew a variety of crops.
8957c2f13262-24,Join the dots to complete Q. Capital U.
Nn9spzBqmMs--155,"Question number seven, part A. What steps"
jXYcAvK7MTA--159,Within a hundred years Islam spread to
29e7bf42fd88-134,There are a thousand things that they know more than you or me
D9O50mQ7vRo_d,to give something as an honour.
4BiIL375NuQ_e1,You can always depend on Michael in a crisis.
NwVF-WWZ0Bc--81,We have the picture of Sariqa and the boy again on this page.
0187f6244784-74,The following sentences are not in order for preparing avial.
831fec5793da-59,Look at Mr. Nobody. Isn't he a funny man?
hM959_pXlrE--156,is your drawing similar to that shown in figure.
c-mirXvUBoI_e3,Helen's a good influence on him.
2b2718e10f2f-9,and creamy and wonderful to eat.
N7O_KBF1Qqc--43,There are practically no other lessons.
U-FDYYp3OfI_e1,a television/newspaper advertisement for a new car.
XVP5zcTXVtc--23,about which you read in Chapter 6.
ed5590797795-28,We will try again. Bobby said.
mJ69KqzX3lU--175,"Just before we do that, a wise bird is here to tell us."
533abb879383-32,The whole village saw it. They ran to eat the porridge.
NwVF-WWZ0Bc--132,There's a table below with two columns. Column 1 for thing.
ovYYEWMtW9M--208,It shows the fortification wall at...
4RdjdI90j0M_e1,His application for citizenship was still pending.
yzP6HD0Zr3Y--74,Your mother can't sit out there. Disheartened.
99218fd19f71-17,The wolf came to Goun's house.
UbSkIyCl70A--198,Why did the rajas of Mahajanpadas build forts?
1-YUm865HA0--94,while Maghdha became a powerful kingdom.
VqlfNumk0cg--40,when ground control loss contact with the shuttle.
ovYYEWMtW9M--245,and hunters and gatherers also had to provide forest produce.
jDy4C7B8OwI--24,Ashuk got his messages inscribed on rocks and pillars.
5a1348dfe236-85,"That is, a leap year. To the teacher."
1f1bb4e3121b-13,Everyone in the village liked him.
4b41f9df012f-76,"And again, connect the dots to make a tomato. To the teacher."
uukiGvQ8CgQ--13,"the story of the monkey king. Once upon a time,"
Nn9spzBqmMs--66,Tansie became a favourite in Akbar's court.
ac7d5b8ebe26-97,"Right, there are so many colours."
NoVPRWXWUZE--112,The Tamil terms mentioned above are found in Sangam literature.
3a6cfc943757-38,Whatever do you think he saw?
NwVF-WWZ0Bc--74,The aim is to develop a sense of the concept of volume through examples.
UbhONRGm-90--103,The synopsis for this part of the story.
iuGT90_P4Qk--52,Can you see the difference? We have...
36a355ab7513-112,How do you come to school every day?
d2e656de0bda-20,Imagine you're a bird in the sky.
tRdqPGHDEvM--54,Where this block is repeated with a 3-4th turn.
07285daf5fd0-114,"This question is not dash, it is difficult."
07285daf5fd0-31,Help the children read the text Para by Para.
qItgIgZzXnc_e1,She has adapted herself to college life quite easily.
IpRLdrFqxKk--223,which is indicated by the glowing bulb.
dac1fcc8319a-126,Put the instrument that you blow into.
pXieXJmVbdg_e4,The taste of the cakes was evocative of my childhood.
ijrjSBx7WTc--83,"If not, would you like one?"
ovYYEWMtW9M--190,forts were probably built because people.
Vbeiz94SyEI--92,"The chiefs did not collect regular taxes. Instead,"
VFVKBO9I0TA_e3,I took the coat back to the shop to have it altered.
LjnS-cnPY0I--193,Can you think of the advantages?
ec20a4dae9f9-50,And now we have a kid.
zoBP39jyRMs--51,Crossing the long roads and carts through sands.
6_Lnzu1WFPI_e3,I will answer for it that he will accomplish the task.
NoVPRWXWUZE--87,He also functioned as a judge.
Vbeiz94SyEI--74,for the heads of three ruling families.
1f1bb4e3121b-247,"At bedtime, I read a storybook."
_EVjLdEmSOA--98,houses were either one or two stories high.
fb456e054e47-100,"And on the right, someone is making pots."
7d42dce3e967-13,I'm wide awake. I am up now.
tRdqPGHDEvM--41,We make three different rules to...
FDJaEKvAQdc_e1,I got a message that she'll be late.
f8fc65200887-192,Write the full forms for the following.
_EVjLdEmSOA--34,Many of these cities were divided into two.
H_ry9HoXblM_e1,He attempted to escape through a window.
BGG5x7Qr10A_e2,The tent pegs should be fixed firmly in place.
LjnS-cnPY0I--53,People also began raring animals like sheep. Goat
ovYYEWMtW9M--65,These books are often called later Vedic.
57cab2a92c69-45,when they come back in the evening.
R2N4OQE-q3c_e3,"Smoking is a bad habit; moreover , it is very expensive."
8c94dca71c3c-88,4. We will reach on time. 4. Blank. We go by the car.
VqlfNumk0cg--61,"Jean Pairé Harrison Besides being an astronaut,"
0187f6244784-10,They are waste. We will throw them away.
ec20a4dae9f9-14,It pours and pours and swift and wide.
4b41f9df012f-30,now trace along the dotted line. to the teacher.
366805e50016-86,The is used when we speak of some particular person or thing. A and
it4GglIkMLY--115,and could not perform any rituals. Often.
3hA8oqpI65k--120,We have a table with two columns on the page.
j8-wc_TJVAQ_d,"to order, limit, or rule something, or someone's actions or behavior."
4ea55d87345a-3,There was a mother tiger and her small tiger cub.
IpRLdrFqxKk--42,Use only electric cells for all activities related to electricity.
mJ69KqzX3lU--70,How many tiles will he need?
6094ad90f864-58,Use the above expressions to complete the following sentences.
jXYcAvK7MTA--24,Probably had a say in local administration. These included...
S5iuebvtDu0--76,Desi ferment on page number eight
e6fefaa5242f-30,What do you like about this poem?
jXYcAvK7MTA--34,grew strong enough to set up independent kingdoms.
nLG-B3e-pP0--23,Butter is taken out by churning milk or curd.
83326b7bbc9c-6,that he had mastery over many different languages.
2f9740e42167-107,and a big dog is pulling it with its neck.
7d671200482c-76,Our class had gone to the zoo.
NoVPRWXWUZE--24,axes for clearing forests and the iron ploucher
IpRLdrFqxKk--296,You will need a cell and electric bulb.
kpJCJ2g6yfQ--52,But we must remember one thing. Dreams cannot be used
jXYcAvK7MTA--110,"including animals such as goat, deer, rabbits."
07285daf5fd0-38,The weather of Sikkim is cold.
TYbsjtUmRmQ--221,who prepared the  grammer för sankrit.
FyPkQyJWsjs--147,Why wear the sun rays keen to go down?
8YFALsHOQQY--69,into the man's hand. As they shook hands.
1f1bb4e3121b-133,The short-old man on the mountain was his constant companion.
MjFpCgFgt1A--134,Are there flowers which have parts other than these?
1-YUm865HA0--103,Thousands of men ruled together. Each one was known as...
7bccd31315d7-122,"In the same way, connect the dots"
2f9740e42167-64,There's a picture of a pencil.
YnvT2TZt17c_e3,You're always making excuses for not helping me.
nIjAEHi-6HU--151,plant part which gives us the ingredient.
3AGKPSOZMmc--84,A bird in hand is worth two in the bush. Two
d2e656de0bda-47,Fill in the blanks by choosing words from the box.
DG6Bx2bDqFM--73,Activity for dealing with garbage 1
027ae060c5e0-97,"Similarly go for 2, 3, 4 and 5"
NwVF-WWZ0Bc--26,bodies by guessing and by informal measurement.
NoVPRWXWUZE--206,Now look at the railings. Are they made of wood?
ce825058c63e-67,2. a cobbler teaches in a school.
a0GJqWQf2so--59,Husaini also became Swami haridas's disciple.
5639b93da108-3,"hop a little, jump a little"
yT_roL9ern0_e1,There's always a buzzy atmosphere in the restaurant.
d5d9a14756d5-125,I went along the water's edge. 3.
XVP5zcTXVtc--15,and a tiny set of lions on the left.
myIXH3PjvoI--59,help Sadiq in finding some more such triangles.
29e7bf42fd88-52,"Look, I will make a timetable for you to follow."
1cc162c590dc-44,Cleaning out his cupboard when.  BLANK
0187f6244784-38,a situation hard to escape from.
83b6ac4a3d19-21,Read the text and see aloud with the children.
f8fc65200887-151,and present one of the following activities in class.
mJ69KqzX3lU--165,that things with the same area can take different forms.
70745e15917e-4,"Camel, looking down at the lion."
c68b4073e462-50,Trace the dotted line to write N.
0fb8102d6c95-30,Why didn't the child go with the horse?
YuqMCQusc9I_e1,The car made a strange noise and then jerked to a halt.
BaSt1HrxXq0_e3,Let's keep out of her way while she's in such a bad mood.
00094a2700f5-156,and a dog. Sentences for Picture E.
zoBP39jyRMs--50,to exchange it for the salt of another.
7d42dce3e967-12,"Who told you, Night had gone away?"
nIjAEHi-6HU--191,Flowers and their nectar may be available only for a part of the year.
4ea55d87345a-14,But she did not hunt every night.
a7eab839fcdc-16,Sing with me today. Turn around.
cfa51960d936-53,Near the elephant. Use the word.
0187f6244784-87,Write them in order. pack School Bag
77e29639c256-62,Connect the dots to complete the letter E.
fL4hxu29Mr4_e4,She uttered a wail of grief.
PqLN4NQIi5w--25,Read these lines from the poem. One.
9f1c001437d8-54,Holes were drilled through the leaves.
4c10721611b2-45,Help the children understand that some words can have two or more sounds.
jXYcAvK7MTA--79,A fisherman found a precious ring.
g0q93htmqBk_e1,They're going on an extended holiday to Australia.
LjnS-cnPY0I--118,These movements of people enriched our cultural traditions.
jXYcAvK7MTA--89,who taught in Prakrit and a king.
1TqHCiBoJMs_e1,Jack has obtained a medical qualification.
jDy4C7B8OwI--122,People in forested regions provided the Mauryan officials with fill in the blank.
EPNiDVjb9dA_e3,The path extends beyond the end of the road.
006faf1f7c93-10,"On the merry go round, I rode around."
vekaTiI1qjw--29,"Though still tired, the king decided to depart the next morning. He said,"
1f1bb4e3121b-216,What is common in the following groups of words?
d80b02f1b480-109,Write a few lines on Mithoo.
49d5108ee364-125,He threw the seed or mango behind his house.
dac1fcc8319a-88,came to visit us on Monday.
TYbsjtUmRmQ--143,around the time that the Buddha was preaching and perhaps a little earlier.
c68b4073e462-54,help the children trace the letters.
5a1348dfe236-47,and imagining what day is it today.
c02914d169b6-68,"waste material as for example newspapers, cardboard, grass, leaves, matchsticks etc."
4c10721611b2-16,Shopkeepers sell things we use. Page number
c02914d169b6-72,"Old cartons for collecting leaves, twigs."
N7O_KBF1Qqc--129,"Come to talk to you, said Miss Beam and left us."
iZ48KAEeNMI_e2,He had a craving to see the world.
ovYYEWMtW9M--66,because they were composed after the Rigveda about which you learnt in chapter 4.
vekaTiI1qjw--74,Page number 10 Holding it up.
VqlfNumk0cg--65,Kalpana began to consider another challenge.
zoBP39jyRMs--88,merchants and crafts persons who lived in the city.
tRdqPGHDEvM--127,Mark that picture which is breaking the rule.
b43a1342f8f5-181,Choose a story that you like.
9f1c001437d8-9,"to make your own beautiful, dove bookmark."
MjFpCgFgt1A--35,Different flowers have petals of different colours.
48WUtsrvBYg_e4,Michelle spoke with a soothing Southern lilt.
d5d9a14756d5-169,A four letter word beginning with D. 4
H6a1QmSuToM_e4,Does he wear those ridiculous clothes to draw attention?
8cfebb40f2b9-92,The bear family went for a walk before dinner. Somebody came in.
Zc2bgIDZ-Ks--30,"Though still tired, the king decided to depart the next morning. He said,"
myIXH3PjvoI--14,In between them we see a big rectangle.
70745e15917e-13,How can you be a ship?
nLG-B3e-pP0--148,"When the water along with the dust is removed, the process is called decantation."
3hA8oqpI65k--118,Look at the height of each dot in centimeters.
dac1fcc8319a-83,"If no, which instrument do you want to learn?"
_EVjLdEmSOA--42,The bricks were so well baked that they have lasted for thousands of years.
9bc677ce073e-61,We have four drawings of different animals.
A2VCUgPweiU--159,which a Chinese pilgrim would like to carry back with him. Describe your conversation.
3hA8oqpI65k--61,The number of rabbits was close to...
343da2e475d7-90,6. I can do the sum blank and the word is easy.
w_xCnJVyPYA_e4,He punished the class by giving them extra work.
zoBP39jyRMs--220,often got his land cultivated by the fill in the blank. See!
s8BUs77tQZ4--78,on this page two pictures are shown.
8e2d24eb5abf-56,"In a discussion, each person gives his ideas one by one."
jXYcAvK7MTA--192,What do you think Arvind would have to do?
nIjAEHi-6HU--168,Identify these and list the four items and plant parts.
a6301b463ff0-69,Find the opposites of the given words and make sentences.
jYVESnkt5pc_e1,Doubts were cast on the veracity of her alibi.
O8V8kz6JcFs--15,then lifting them into the air until the drops triple down into their mouths.
yzP6HD0Zr3Y--41,sunshine and fresh air. He concluded are more important than medicine.
dHEY_4DtsMo_e4,The defense wants the district Judge to throw out the case.
817976f7db2d-20,Find six colors in the grid given below.
69Vvb09Sq5U_d,to express a quality or feeling through the way that you look and behave
ed5590797795-18,where he could run and fly his kite.
VqlfNumk0cg--192,"In her message to students of her college, Kalpana Chawla said,"
G2uGKFEY6ZQ_e2,There are no overt somethings damages.
vekaTiI1qjw--28,Other governors became jealous of the new governor and called him dishonest.
f8fc65200887-145,"I have a ball, but need someone to catch it."
07285daf5fd0-44,4. The elephant is the state animal of Sikkim.
myIXH3PjvoI--125,Draw one straight line in this rectangle.
d73da12c66f0-129,We can avoid repeating the names by using certain other words in their place.
H_ry9HoXblM_e2,"He attempted a joke, but no one laughed."
4c422e10f21d-93,Trace over the dotted lines and complete the monkey's tail.
d73da12c66f0-102,She insists she has a greater right over her share.
8c94dca71c3c-10,1. Did the sultan enjoy the Barber's talk?
9bc677ce073e-60,Trace the outlines of the following drawings of animals. Here.
N7O_KBF1Qqc--122,"The blind day is, of course, really the worst."
nSQUhb44s5M--49,The money of which country will cost the most in Indian rupees? B
A2VCUgPweiU--83,The deity will appear in the form in which he or she may desire.
_Tbcd3_o3-E_e4,The game was cancelled owing to torrential rain.
dqSzE5KFNZA_e1,"I've already told her, but she won't listen to me either."
1_DthSKKZDU_d,to show or make something clear.
0fb8102d6c95-84,List these animals under domestic animals.
MjFpCgFgt1A--122,Observe the inner parts of the ovary using a lens
9e2c92e2b0b0-37,Make the children notice the words in bold.
soTXzil_LzI--46,"But is it right, my son?"
ijrjSBx7WTc--80,Question number five. Did she repent her hasty action?
00094a2700f5-121,And now the letters with numbers for reference in the box.
hfy-JZGyIMQ_d,"very strange and unusual, unexpected, or not natural."
myIXH3PjvoI--48,"Ah, in it there are two halves of..."
myIXH3PjvoI--123,"Below this we see two rows of squares, one on top of the other."
1-YUm865HA0--82,"Of course, he didn't conquer the world."
1e9591008a0d-110,"In the fifth one, there's a book."
1-YUm865HA0--119,Ganna is used for a group that has many members.
jDy4C7B8OwI--106,Describe the dialogue between them and your parents. Let's recall.
FyPkQyJWsjs--143,What did the specialist prescribe in addition to medicine?
Zc2bgIDZ-Ks--41,"Although he rose to power and dignity, the Shefford remained as humble as ever."
7bccd31315d7-12,Mohini drew three lines on her circle.
2f9740e42167-72,using the structures. This is a blank.
2b2718e10f2f-78,when the ice cream man comes.
vekaTiI1qjw--53,He was an ordinary shepherd and could behave no better. Page number 9.
62e79450f3da-33,I'm going to sweep the dirt away.
2b2718e10f2f-35,In which season is ice cream popular? 3
O8V8kz6JcFs--5,What do you think lives in such areas?
9bxtIE0Tygg--32,and fell in love with a courtesan named Madhavi
veDy2PmkmFU_d,"one of the parts of a system, process, or machine."
3AGKPSOZMmc--80,how did the Rishi explain the different ways in which the birds behaved?
00094a2700f5-149,"Under Picture A, Sentences describe what each person or animal is doing."
1782bea75c7d-27,How did Birbal make the line shorter?
jXYcAvK7MTA--116,"became with gifts of birds, good and flowers."
7cd20394895c-58,Here are some beautiful and juicy fruits. Banana.
NoVPRWXWUZE--78,The village headman was known as
MjFpCgFgt1A--37,Where do you think the petals are in a closed bud?
9f1c001437d8-69,Read a bright sunny book on a rainy day.
a6301b463ff0-109,Let's do. Look at the pictures.
gdERGK7LQP8_e1,The child was bewildered by the noise and the crowds.
4c10721611b2-110,Help the children form questions to the answers.
VIowkXsLmYg--33,and they are the best friends you know.
57cab2a92c69-49,and spread his net there. Page 31
IpRLdrFqxKk--16,"The station provides us with electricity. However,"
1e9591008a0d-13,He took out his needle instead and pricked Appu's trunk.Appu ran away in pain.
1f1bb4e3121b-202,The blank job in a clothes shop.
iMlR4QLSWok--10,"Eid was celebrated only one day, but the fair lasted many days."
zoBP39jyRMs--266,which of the Iron Tools shown on page number 79 would have been important.
2c7d130870a8-32,Now connect the dotted lines and write W. Capital X.
cfa51960d936-72,Now complete the following sentences. Clues.
O8V8kz6JcFs--207,Complete the sentences using can not and have to...
TYbsjtUmRmQ--207,He had a deep desire to learn about reality. He was accepted.
d73da12c66f0-120,Give your answers in the space given below.
0187f6244784-5,"Once, the Maharaja of Travancore ordered a grand dinner in his palace."
d92ec3de5035-14,You are small. You cannot help me. Go away.
4c10721611b2-98,Make questions with the help of the answers given below.
UbSkIyCl70A--13,"as many more plants survived. However,"
57cab2a92c69-16,Its leafy branches spread out like strong arms. This tree
eda13bc934dd-28,Listen and put a trick against the words that the teacher says.
nLG-B3e-pP0--88,Machines are also used to thrash large quantities of green.
uukiGvQ8CgQ--91,paper was invented in China about 1900 years ago.
N7O_KBF1Qqc--83,To make our children appreciate and understand
18dc64c3380a-50,Now make sentences of your own using the matching words.
d92ec3de5035-28,Why did the line roar? 6
tRdqPGHDEvM--10,making a different pattern on a kurta.
8YFALsHOQQY--84,How did Ray communicate with him? Question number four.
d73da12c66f0-145,Space has been provided for your answer.
eda13bc934dd-98,"Here in this picture, there are some things given."
VqlfNumk0cg--35,"Tragedy in space, US Space Shuttle Columbia breaks into flames."
A2VCUgPweiU--117,the man who is regarded as Lu by the Brahmin.
0853cfecacd9-14,"in the evening, Binni and Ginni"
O8V8kz6JcFs--196,The majority of films are romances in bracket a few are on other topics.
1-YUm865HA0--53,many rivers such as the Ganga and son.
yzP6HD0Zr3Y--28,"This said, SaIda's mother was poor."
5639b93da108-45,What a lovely picture of a cat.
gFlhA6DWhFA_e1,"He knew he had been wrong, and duly apologized."
nIjAEHi-6HU--261,Animals which eat only animals are called carnivores.
s8BUs77tQZ4--37,who was learned and best of poets.
S5iuebvtDu0--106,The following sentences are written. The first big kingdom.
027ae060c5e0-103,Give yourself a big star for being what you are. Here in the picture.
O8V8kz6JcFs--53,"Like all snakes, they swallow the unfortunate animals whole."
83326b7bbc9c-39,How he had gone to Pundit's room?
533abb879383-47,What did the old woman give Tara?
H7sMDW2U3LQ--15,"in your dreams, in your work and even in your rest."
83b6ac4a3d19-55,Stir it to build up bubbles.
fb456e054e47-43,How many people are in the house?
soTXzil_LzI--75,"Jumman, Said Algu, You & I are all friends."
4b41f9df012f-43,and on the right side we have an orange.
XVP5zcTXVtc--225,so that my son and grandson.
6422c75b4261-113,Do you like stories about animals Blank Adventure stories.
OEimyhS2v48_e2,He will announce tonight that he is resigning from office.
fb456e054e47-95,"On the right, there's a picture of two balloons."
c85ff6c14be3-6,"He smiled and said Good morning, haldi!"
Nn9spzBqmMs--75,He also gave him many presents.
3a6cfc943757-63,"Well, I jolly well shant pinch."
sUGW7VoKw00_e1,Small businesses have been exempted from the tax increase.
s8BUs77tQZ4--192,The Pallavas and Chalukyas frequently raided one another's lands.
8e2d24eb5abf-42,You may also add your own words to describe them.
Efx9Z-mQGHw_e2,Few people are able to afford cars like that.
O8V8kz6JcFs--60,small ground squirrels having light and dark stripes.
992d9f7b37d2-21,Amir and his family. Do not eat or drink.
9f1c001437d8-43,8. Write your name and class on the cover.
nLG-B3e-pP0--157,"After preparing tea, what do you do to remove the tea leaves? Usually,"
57cab2a92c69-268,"As you sow, so shall you reap."
1-YUm865HA0--211,2. Fill in the chart given below.
1f1bb4e3121b-180,Pick out the names of the games mentioned in the story.
e6fefaa5242f-29,1. How high can balloons fly? 2.
Vbeiz94SyEI--50,the pearls of the southern seas the
7fb2b0e77c2e-71,Now match the left column to the right one.
58131855adfb-57,Keep adding to the list of words.
c68b4073e462-35,You can see clouds rising above the river.
zpkJNsXgyCk_e3,I trusted him and he betrayed me.
yEOJ__raMkY_d,to wait calmly for a good opportunity to do something
it4GglIkMLY--24,We find some changes taking place in the ways...
8e2d24eb5abf-123,We'll plan a play for our annual day.
oGa_MzmEhfE_d,A bad-tempered person becomes angry and annoyed easily.
77e29639c256-28,Tell us about when you feel sad. Happy!
HaqqVsp2BuE_e1,I didn't actually see her - I just heard her voice.
58131855adfb-77,and create pictures which can then lead them to sentence formation.
1e9591008a0d-154,A wristband with the name of your friend can also be made.
607852ae99dd-41,"Heigh-ho Heigh-ho! From home to school, we go!"
LjnS-cnPY0I--109,All these led to the sharing of ideas between people.
36a355ab7513-92,"Make a table, count the number of families. F1"
0187f6244784-11,You cannot waste all these bits and pieces of vegetables.
9b0136913690-64,"And saying this, he continued shaving the sultan."
cxZ0S7zefIw_d,"to leave a place, thing, or person, usually for ever"
4c10721611b2-91,The one that has been done for you is Hair Band.
S5iuebvtDu0--79,One of the most famous stories of desifement comes from Egypt.
SZa4F8UXb5I_e1,Angela can do a phenomenal amount of work in one day.
j60L0ng_gGs_e3,Make certain that we have enough drink for the party.
9bc677ce073e-10,Come out and play with me! He barks.
8957c2f13262-13,"And in the last one, a boy is eating an apple."
mb920DFo394_e1,Government support will be essential if the project is to succeed.
kpJCJ2g6yfQ--30,also become normal and we are fully awake.
6094ad90f864-7,He was going to reap the corn. C
8cfebb40f2b9-71,Bring pictures of your family members.
BNF2q1Hysj8_e2,His long arms give him a big advantage over other boxers.
e64b379cc5f8-9,to shape the clay and make the pots.
hM959_pXlrE--95,What materials did you find to be non-magnetic from table 13.1?
cb8925f9924b-27,Page number 162. Reading is fun. Are these sentences true?
kpJCJ2g6yfQ--22,Several things happen to our body while we are sleeping.
IpRLdrFqxKk--34,Caution. You might have seen the danger sign shown here displayed on poles.
d3617db9c8e0-55,Dinner was brought for the farmer in a dish.
d80b02f1b480-125,"When I walk, my shadow walks."
Q26Pd5kro4c_d,to step awkwardly while walking or running and fall or begin to fall
dac1fcc8319a-0,Page number 128 The Mumbai Musicians
IfXpH2RFlP4_e1,His leg was shattered in the accident.
ce825058c63e-21,1. Have you written letters? 2.
TYbsjtUmRmQ--38,He finally decided to find his own path of realization.
s8BUs77tQZ4--20,of a dynasty known as the Guptas.
tRdqPGHDEvM--111,and you have to choose what comes next from the right options.
IpRLdrFqxKk--116,between the two terminals of the electric cell.
7d671200482c-4,Have you ever left your shoes and socks here and there?
IpRLdrFqxKk--167,Figure 12.10 shows a switch in
wZ8tqkmf1kQ_d,A chance that something may happen or be true
9e2c92e2b0b0-92,Here is a picture of a plate.
1f1bb4e3121b-208,A blank dog was with her.
jDy4C7B8OwI--57,giving gifts to Brahmins and monks.
08f145493328-12,And from the shell there came a song.
ef52bca1a454-55,Suppose you go to stay with your grandparents for a week.
S5iuebvtDu0--68,We have seen that inscriptions are inscribed on hard surfaces.
ocCEVsLOjVo_e4,Tom and Mary insult each other all the time.
6094ad90f864-47,as blank as snow as blank
RY2eefQqXvs_e1,The center of the map is the zenith (straight overhead).
yzP6HD0Zr3Y--143,Question number three. What did Saida
fbd474720a91-13,"When the shoe jumped on the straw, it broke."
